Date,DZ
2022-01-31 00:00:00,39.69
2022-01-28 00:00:00,39.69
2022-01-27 00:00:00,27.75
2022-01-26 00:00:00,27.76
2022-01-25 00:00:00,27.74
2022-01-24 00:00:00,27.76
2022-01-21 00:00:00,27.76
2022-01-20 00:00:00,27.75
2022-01-19 00:00:00,27.76
2022-01-18 00:00:00,27.76
2022-01-17 00:00:00,27.78
2022-01-14 00:00:00,27.74
2022-01-13 00:00:00,27.73
2022-01-12 00:00:00,27.73
2022-01-11 00:00:00,27.72
2022-01-10 00:00:00,27.74
2022-01-07 00:00:00,27.73
2022-01-06 00:00:00,27.73
2022-01-05 00:00:00,27.74
2022-01-04 00:00:00,27.74
2022-01-03 00:00:00,27.74
2021-12-31 00:00:00,27.73
2021-12-30 00:00:00,26.03
2021-12-29 00:00:00,22.51
2021-12-28 00:00:00,22.5
2021-12-27 00:00:00,22.51
2021-12-24 00:00:00,22.51
2021-12-23 00:00:00,22.53
2021-12-22 00:00:00,22.54
2021-12-21 00:00:00,22.54
2021-12-20 00:00:00,22.53
2021-12-17 00:00:00,22.52
2021-12-16 00:00:00,22.55
2021-12-15 00:00:00,22.52
2021-12-14 00:00:00,22.53
2021-12-13 00:00:00,22.53
2021-12-10 00:00:00,22.53
2021-12-09 00:00:00,22.53
2021-12-08 00:00:00,22.52
2021-12-07 00:00:00,22.53
2021-12-06 00:00:00,22.49
2021-12-03 00:00:00,22.54
2021-12-02 00:00:00,22.5
2021-12-01 00:00:00,22.55
2021-11-30 00:00:00,22.51
2021-11-29 00:00:00,22.49
2021-11-26 00:00:00,22.49
2021-11-25 00:00:00,22.51
2021-11-24 00:00:00,22.14
2021-11-23 00:00:00,22.1
2021-11-22 00:00:00,21.92
2021-11-19 00:00:00,20.53
2021-11-18 00:00:00,18.93
2021-11-17 00:00:00,18.94
2021-11-16 00:00:00,18.94
2021-11-15 00:00:00,18.92
2021-11-12 00:00:00,18.94
2021-11-11 00:00:00,18.85
2021-11-10 00:00:00,19.49
2021-11-09 00:00:00,19.15
2021-11-08 00:00:00,20.19
2021-11-05 00:00:00,19.86
2021-11-04 00:00:00,20.04
2021-11-03 00:00:00,21.68
2021-11-02 00:00:00,20.79
2021-11-01 00:00:00,22.83
2021-10-29 00:00:00,25.09
2021-10-28 00:00:00,24.7
2021-10-27 00:00:00,24.5
2021-10-26 00:00:00,24.03
2021-10-25 00:00:00,23.85
2021-10-22 00:00:00,25.52
2021-10-21 00:00:00,25.63
2021-10-20 00:00:00,24.89
2021-10-19 00:00:00,26.19
2021-10-18 00:00:00,27.37
2021-10-15 00:00:00,26.3
2021-10-14 00:00:00,25.6
2021-10-13 00:00:00,25.78
2021-10-12 00:00:00,26.2
2021-10-11 00:00:00,26.31
2021-10-08 00:00:00,26.56
2021-10-07 00:00:00,26.16
2021-10-06 00:00:00,26.13
2021-10-05 00:00:00,26.02
2021-10-04 00:00:00,25.79
2021-10-01 00:00:00,26.17
2021-09-30 00:00:00,26.19
2021-09-29 00:00:00,26.14
2021-09-28 00:00:00,26.09
2021-09-27 00:00:00,25.89
2021-09-24 00:00:00,25.36
2021-09-23 00:00:00,26.03
2021-09-22 00:00:00,25.69
2021-09-21 00:00:00,25.79
2021-09-20 00:00:00,26.06
2021-09-17 00:00:00,25.91
2021-09-16 00:00:00,25.53
2021-09-15 00:00:00,25.55
2021-09-14 00:00:00,25.63
2021-09-13 00:00:00,25.83
2021-09-10 00:00:00,26.39
2021-09-09 00:00:00,26.84
2021-09-08 00:00:00,26.93
2021-09-07 00:00:00,27.19
2021-09-06 00:00:00,26.71
2021-09-03 00:00:00,26.51
2021-09-02 00:00:00,25.94
