Date,UNIC
2022-12-23 00:00:00,270.67
2022-12-22 00:00:00,271.28
2022-12-21 00:00:00,271.09
2022-12-20 00:00:00,274.64
2022-12-19 00:00:00,270.59
2022-12-16 00:00:00,268.13
2022-12-15 00:00:00,250.25
2022-12-14 00:00:00,235.98
2022-12-13 00:00:00,235.67
2022-12-12 00:00:00,247.03
2022-12-09 00:00:00,246.18
2022-12-08 00:00:00,249.1
2022-12-07 00:00:00,251.51
2022-12-06 00:00:00,249.67
2022-12-05 00:00:00,247.34
2022-12-02 00:00:00,246.19
2022-12-01 00:00:00,245.74
2022-11-30 00:00:00,260.02
2022-11-29 00:00:00,261.11
2022-11-28 00:00:00,262.89
2022-11-25 00:00:00,251.44
2022-11-24 00:00:00,256.99
2022-11-23 00:00:00,264.2
2022-11-22 00:00:00,270.9
2022-11-21 00:00:00,280.88
2022-11-18 00:00:00,282.8
2022-11-17 00:00:00,296.81
2022-11-16 00:00:00,286.76
2022-11-15 00:00:00,282
2022-11-14 00:00:00,289.77
2022-11-11 00:00:00,291.01
2022-11-10 00:00:00,302.21
2022-11-09 00:00:00,319.47
2022-11-08 00:00:00,316.93
2022-11-07 00:00:00,321.53
2022-11-04 00:00:00,324.41
2022-11-03 00:00:00,340.17
2022-11-02 00:00:00,332.88
2022-11-01 00:00:00,316.3
2022-10-31 00:00:00,325.08
2022-10-28 00:00:00,318.53
2022-10-27 00:00:00,319.1
2022-10-26 00:00:00,326.94
2022-10-25 00:00:00,336.74
2022-10-24 00:00:00,357.29
2022-10-21 00:00:00,371.91
2022-10-20 00:00:00,372.29
2022-10-19 00:00:00,373.89
2022-10-18 00:00:00,369.35
2022-10-17 00:00:00,379.39
2022-10-14 00:00:00,391.78
2022-10-13 00:00:00,414.81
2022-10-12 00:00:00,419.52
2022-10-11 00:00:00,421.53
2022-10-10 00:00:00,413.16
2022-10-07 00:00:00,417.23
2022-10-06 00:00:00,410.39
2022-10-05 00:00:00,416.13
2022-10-04 00:00:00,405.12
2022-10-03 00:00:00,440.28
2022-09-30 00:00:00,441.05
2022-09-29 00:00:00,457.33
2022-09-28 00:00:00,442.76
2022-09-27 00:00:00,431.03
2022-09-26 00:00:00,426.71
2022-09-23 00:00:00,411.03
2022-09-22 00:00:00,399.05
2022-09-21 00:00:00,394.43
2022-09-20 00:00:00,387.97
2022-09-19 00:00:00,363.03
2022-09-16 00:00:00,362.51
2022-09-15 00:00:00,352.41
2022-09-14 00:00:00,354.27
2022-09-13 00:00:00,355.69
2022-09-12 00:00:00,341.36
2022-09-09 00:00:00,361.48
2022-09-08 00:00:00,370.67
2022-09-07 00:00:00,378.92
2022-09-06 00:00:00,386.12
2022-09-05 00:00:00,396.41
2022-09-02 00:00:00,383.18
2022-09-01 00:00:00,392.94
2022-08-31 00:00:00,383.32
2022-08-30 00:00:00,366.87
2022-08-29 00:00:00,356.11
2022-08-26 00:00:00,356.84
2022-08-25 00:00:00,346.9
2022-08-24 00:00:00,356.1
2022-08-23 00:00:00,357.6
2022-08-22 00:00:00,346.51
2022-08-19 00:00:00,334.29
2022-08-18 00:00:00,322.8
2022-08-17 00:00:00,323.17
2022-08-16 00:00:00,316.92
2022-08-15 00:00:00,302.6
2022-08-12 00:00:00,302.13
2022-08-11 00:00:00,303.84
2022-08-10 00:00:00,314.49
2022-08-09 00:00:00,317.72
2022-08-08 00:00:00,323.51
2022-08-05 00:00:00,328.26
2022-08-04 00:00:00,341.08
2022-08-03 00:00:00,350.64
2022-08-02 00:00:00,364.71
2022-08-01 00:00:00,363.45
2022-07-29 00:00:00,376.08
2022-07-28 00:00:00,402.99
2022-07-27 00:00:00,413.41
2022-07-26 00:00:00,430.18
2022-07-25 00:00:00,412.18
2022-07-22 00:00:00,419.63
2022-07-21 00:00:00,430.55
2022-07-20 00:00:00,402.4
2022-07-19 00:00:00,408.86
2022-07-18 00:00:00,429.08
2022-07-15 00:00:00,432.31
2022-07-14 00:00:00,422.52
2022-07-13 00:00:00,389.58
2022-07-12 00:00:00,385.26
2022-07-11 00:00:00,379.75
2022-07-08 00:00:00,380.86
2022-07-07 00:00:00,399.28
2022-07-06 00:00:00,417.47
2022-07-05 00:00:00,425.51
2022-07-04 00:00:00,416.8
2022-07-01 00:00:00,423.19
2022-06-30 00:00:00,438.1
2022-06-29 00:00:00,427.16
2022-06-28 00:00:00,421.24
2022-06-27 00:00:00,418.28
2022-06-24 00:00:00,425.77
2022-06-23 00:00:00,426.22
2022-06-22 00:00:00,407.29
2022-06-21 00:00:00,399.49
2022-06-20 00:00:00,414.03
2022-06-17 00:00:00,425.3
2022-06-16 00:00:00,426.51
2022-06-15 00:00:00,411.66
2022-06-14 00:00:00,435.4
2022-06-13 00:00:00,428.58
2022-06-10 00:00:00,390.06
2022-06-09 00:00:00,373.78
2022-06-08 00:00:00,357.37
2022-06-07 00:00:00,350.12
2022-06-06 00:00:00,347.41
2022-06-03 00:00:00,348.5
2022-06-02 00:00:00,348.29
2022-06-01 00:00:00,348.72
2022-05-31 00:00:00,345.39
2022-05-30 00:00:00,337.93
2022-05-27 00:00:00,345.19
2022-05-26 00:00:00,360.28
2022-05-25 00:00:00,390.95
2022-05-24 00:00:00,397.71
2022-05-23 00:00:00,395.7
2022-05-20 00:00:00,398.73
2022-05-19 00:00:00,394.44
2022-05-18 00:00:00,383.18
2022-05-17 00:00:00,373.17
2022-05-16 00:00:00,384.8
2022-05-13 00:00:00,379.21
2022-05-12 00:00:00,391.32
2022-05-11 00:00:00,384.22
2022-05-10 00:00:00,405.78
2022-05-09 00:00:00,416
2022-05-06 00:00:00,407.22
2022-05-05 00:00:00,392.97
2022-05-04 00:00:00,391.89
2022-05-03 00:00:00,385.26
2022-05-02 00:00:00,385.34
2022-04-29 00:00:00,385.27
2022-04-28 00:00:00,368.39
2022-04-27 00:00:00,367.56
2022-04-26 00:00:00,361.66
2022-04-25 00:00:00,345.28
2022-04-22 00:00:00,334.66
2022-04-21 00:00:00,322.45
2022-04-20 00:00:00,324.69
2022-04-19 00:00:00,327.17
2022-04-18 00:00:00,318.01
2022-04-15 00:00:00,318
2022-04-14 00:00:00,318
2022-04-13 00:00:00,310.57
2022-04-12 00:00:00,307.31
2022-04-11 00:00:00,303.66
2022-04-08 00:00:00,301.85
2022-04-07 00:00:00,298.9
2022-04-06 00:00:00,294.56
2022-04-05 00:00:00,287.57
2022-04-04 00:00:00,277.4
2022-04-01 00:00:00,274.1
2022-03-31 00:00:00,275.77
2022-03-30 00:00:00,270.87
2022-03-29 00:00:00,267.53
2022-03-28 00:00:00,294.93
2022-03-25 00:00:00,293.56
2022-03-24 00:00:00,293.4
2022-03-23 00:00:00,288.72
2022-03-22 00:00:00,284.35
2022-03-21 00:00:00,280.84
2022-03-18 00:00:00,265
2022-03-17 00:00:00,258.35
2022-03-16 00:00:00,269.83
2022-03-15 00:00:00,290.32
2022-03-14 00:00:00,286.21
2022-03-11 00:00:00,286.08
2022-03-10 00:00:00,291.22
2022-03-09 00:00:00,276
2022-03-08 00:00:00,342.81
2022-03-07 00:00:00,366.24
2022-03-04 00:00:00,309.49
2022-03-03 00:00:00,269.66
2022-03-02 00:00:00,274.62
2022-03-01 00:00:00,273.82
2022-02-28 00:00:00,268.62
2022-02-25 00:00:00,249.58
2022-02-24 00:00:00,268.94
2022-02-23 00:00:00,251.47
2022-02-22 00:00:00,250.65
2022-02-21 00:00:00,256.44
2022-02-18 00:00:00,251.09
2022-02-17 00:00:00,244.38
2022-02-16 00:00:00,235.77
2022-02-15 00:00:00,239.16
2022-02-14 00:00:00,250.1
2022-02-11 00:00:00,240.28
2022-02-10 00:00:00,235.07
2022-02-09 00:00:00,224.34
2022-02-08 00:00:00,233.21
2022-02-07 00:00:00,237.83
2022-02-04 00:00:00,221.89
2022-02-03 00:00:00,203.22
2022-02-02 00:00:00,189.82
2022-02-01 00:00:00,193.71
2022-01-31 00:00:00,203.7
2022-01-28 00:00:00,212.62
2022-01-27 00:00:00,205.52
2022-01-26 00:00:00,209.96
2022-01-25 00:00:00,213.45
2022-01-24 00:00:00,214.25
2022-01-21 00:00:00,205.09
2022-01-20 00:00:00,196.92
2022-01-19 00:00:00,197.34
2022-01-18 00:00:00,200.18
2022-01-17 00:00:00,194.67
2022-01-14 00:00:00,190.67
2022-01-13 00:00:00,186.74
2022-01-12 00:00:00,190.42
2022-01-11 00:00:00,198.5
2022-01-10 00:00:00,197.15
2022-01-07 00:00:00,190.54
2022-01-06 00:00:00,184.18
2022-01-05 00:00:00,180.15
2022-01-04 00:00:00,178.04
2022-01-03 00:00:00,178.31
2021-12-31 00:00:00,178.32
2021-12-30 00:00:00,180.41
2021-12-29 00:00:00,181.41
2021-12-28 00:00:00,182.34
2021-12-27 00:00:00,182.33
2021-12-24 00:00:00,182.34
2021-12-23 00:00:00,182.95
2021-12-22 00:00:00,183.85
2021-12-21 00:00:00,188.78
2021-12-20 00:00:00,193.1
2021-12-17 00:00:00,190.07
2021-12-16 00:00:00,190.12
2021-12-15 00:00:00,196.6
2021-12-14 00:00:00,197.83
2021-12-13 00:00:00,190.88
2021-12-10 00:00:00,195.2
2021-12-09 00:00:00,193.71
2021-12-08 00:00:00,198.97
2021-12-07 00:00:00,200.8
2021-12-06 00:00:00,212.1
2021-12-03 00:00:00,209.65
2021-12-02 00:00:00,213.57
2021-12-01 00:00:00,209.07
2021-11-30 00:00:00,209.29
2021-11-29 00:00:00,208.88
2021-11-26 00:00:00,219.52
2021-11-25 00:00:00,205.84
2021-11-24 00:00:00,204.45
2021-11-23 00:00:00,199.39
2021-11-22 00:00:00,193.33
2021-11-19 00:00:00,190.22
2021-11-18 00:00:00,189.44
2021-11-17 00:00:00,188.27
2021-11-16 00:00:00,186.33
2021-11-15 00:00:00,184.49
2021-11-12 00:00:00,182.45
2021-11-11 00:00:00,178.96
2021-11-10 00:00:00,177.27
2021-11-09 00:00:00,173.78
2021-11-08 00:00:00,173.75
2021-11-05 00:00:00,173.76
2021-11-04 00:00:00,175.11
2021-11-03 00:00:00,182.96
2021-11-02 00:00:00,184.08
2021-11-01 00:00:00,193.7
2021-10-29 00:00:00,188.45
2021-10-28 00:00:00,175.67
2021-10-27 00:00:00,170.17
2021-10-26 00:00:00,171.63
2021-10-25 00:00:00,174.38
2021-10-22 00:00:00,172.24
2021-10-21 00:00:00,173.04
2021-10-20 00:00:00,172.18
2021-10-19 00:00:00,174.09
2021-10-18 00:00:00,176.87
2021-10-15 00:00:00,173.72
2021-10-14 00:00:00,177.94
2021-10-13 00:00:00,183.35
2021-10-12 00:00:00,186.06
2021-10-11 00:00:00,183.37
2021-10-08 00:00:00,180.46
2021-10-07 00:00:00,179.45
2021-10-06 00:00:00,180.07
2021-10-05 00:00:00,176.66
2021-10-04 00:00:00,176.06
2021-10-01 00:00:00,173.98
2021-09-30 00:00:00,171.39
2021-09-29 00:00:00,168.6
2021-09-28 00:00:00,171.12
2021-09-27 00:00:00,167.5
2021-09-24 00:00:00,168.7
2021-09-23 00:00:00,166.3
2021-09-22 00:00:00,174.91
2021-09-21 00:00:00,182.04
2021-09-20 00:00:00,184.01
2021-09-17 00:00:00,159.43
2021-09-16 00:00:00,159.82
2021-09-15 00:00:00,160.73
2021-09-14 00:00:00,162.49
2021-09-13 00:00:00,163.22
2021-09-10 00:00:00,162.33
2021-09-09 00:00:00,163.76
2021-09-08 00:00:00,164.83
2021-09-07 00:00:00,164.35
2021-09-06 00:00:00,163.09
2021-09-03 00:00:00,162.14
2021-09-02 00:00:00,163.18
