Date,SWED
2022-03-08 00:00:00,104.87
2022-03-07 00:00:00,117.78
2022-03-04 00:00:00,101.78
2022-03-03 00:00:00,99.52
2022-03-02 00:00:00,97.65
2022-03-01 00:00:00,105.28
2022-02-28 00:00:00,96.26
2022-02-25 00:00:00,93
2022-02-24 00:00:00,95.1
2022-02-23 00:00:00,90.25
2022-02-22 00:00:00,93.6
2022-02-21 00:00:00,89.07
2022-02-18 00:00:00,95.37
2022-02-17 00:00:00,88.31
2022-02-16 00:00:00,87.93
2022-02-15 00:00:00,92.26
2022-02-14 00:00:00,88.11
2022-02-11 00:00:00,87.47
2022-02-10 00:00:00,89.24
2022-02-09 00:00:00,89.54
2022-02-08 00:00:00,87.63
2022-02-07 00:00:00,84.29
2022-02-04 00:00:00,86.71
2022-02-03 00:00:00,87.7
2022-02-02 00:00:00,88.69
2022-02-01 00:00:00,87.87
2022-01-31 00:00:00,86.5
2022-01-28 00:00:00,86.63
2022-01-27 00:00:00,85.36
2022-01-26 00:00:00,86.27
2022-01-25 00:00:00,87.6
2022-01-24 00:00:00,86.47
2022-01-21 00:00:00,88.87
2022-01-20 00:00:00,86.2
2022-01-19 00:00:00,86.59
2022-01-18 00:00:00,89.87
2022-01-17 00:00:00,86.11
2022-01-14 00:00:00,85.38
2022-01-13 00:00:00,86.57
2022-01-12 00:00:00,86.56
2022-01-11 00:00:00,86.47
2022-01-10 00:00:00,88.55
2022-01-07 00:00:00,83.67
2022-01-06 00:00:00,87.14
2022-01-05 00:00:00,87.3
2022-01-04 00:00:00,88.53
2022-01-03 00:00:00,88.16
2021-12-31 00:00:00,88.04
2021-12-30 00:00:00,84.57
2021-12-29 00:00:00,84.2
2021-12-28 00:00:00,86.04
2021-12-27 00:00:00,86.42
2021-12-24 00:00:00,83.99
2021-12-23 00:00:00,84.39
2021-12-22 00:00:00,86.38
2021-12-21 00:00:00,90.37
2021-12-20 00:00:00,87.78
2021-12-17 00:00:00,86.54
2021-12-16 00:00:00,87.21
2021-12-15 00:00:00,86.29
2021-12-14 00:00:00,87.95
2021-12-13 00:00:00,86.64
2021-12-10 00:00:00,86.5
2021-12-09 00:00:00,83.92
2021-12-08 00:00:00,86.12
2021-12-07 00:00:00,86.88
2021-12-06 00:00:00,86.72
2021-12-03 00:00:00,85.6
2021-12-02 00:00:00,87.11
2021-12-01 00:00:00,85.76
2021-11-30 00:00:00,88.34
2021-11-29 00:00:00,86.35
2021-11-26 00:00:00,86.1
2021-11-25 00:00:00,85.94
2021-11-24 00:00:00,86.27
2021-11-23 00:00:00,86.23
2021-11-22 00:00:00,86.32
2021-11-19 00:00:00,87.56
2021-11-18 00:00:00,88.09
2021-11-17 00:00:00,86.78
2021-11-16 00:00:00,89.68
2021-11-15 00:00:00,86.35
2021-11-12 00:00:00,88.9
2021-11-11 00:00:00,83.65
2021-11-10 00:00:00,83.51
2021-11-09 00:00:00,84.53
2021-11-08 00:00:00,84.5
2021-11-05 00:00:00,85
2021-11-04 00:00:00,85.2
2021-11-03 00:00:00,86.49
2021-11-02 00:00:00,87.15
2021-11-01 00:00:00,82.6
2021-10-29 00:00:00,86.44
2021-10-28 00:00:00,89.8
2021-10-27 00:00:00,86.19
2021-10-26 00:00:00,86.93
2021-10-25 00:00:00,87.63
2021-10-22 00:00:00,90.82
2021-10-21 00:00:00,91.27
2021-10-20 00:00:00,91.17
2021-10-19 00:00:00,92.03
2021-10-18 00:00:00,92.7
2021-10-15 00:00:00,91.68
2021-10-14 00:00:00,90.51
2021-10-13 00:00:00,84.67
2021-10-12 00:00:00,85.46
2021-10-11 00:00:00,84.44
2021-10-08 00:00:00,86.58
2021-10-07 00:00:00,84.31
2021-10-06 00:00:00,90.82
2021-10-05 00:00:00,86.42
2021-10-04 00:00:00,85.44
2021-10-01 00:00:00,85.23
2021-09-30 00:00:00,84.3
2021-09-29 00:00:00,83.34
2021-09-28 00:00:00,82.28
2021-09-27 00:00:00,81.89
2021-09-24 00:00:00,82.11
2021-09-23 00:00:00,85.24
2021-09-22 00:00:00,84.43
2021-09-21 00:00:00,83.73
2021-09-20 00:00:00,86.43
2021-09-17 00:00:00,77.98
2021-09-16 00:00:00,79.06
2021-09-15 00:00:00,78.42
2021-09-14 00:00:00,79.65
2021-09-13 00:00:00,76.87
2021-09-10 00:00:00,78.92
2021-09-09 00:00:00,78.19
2021-09-08 00:00:00,79.4
2021-09-07 00:00:00,78.06
2021-09-06 00:00:00,83.99
2021-09-03 00:00:00,81.83
2021-09-02 00:00:00,83.3
2021-09-01 00:00:00,82.03
2021-08-31 00:00:00,83.64
2021-08-30 00:00:00,83.44
2021-08-27 00:00:00,83.37
