Date,ERST
2022-10-31 00:00:00,81
2022-10-28 00:00:00,81.72
2022-10-27 00:00:00,82.5
2022-10-26 00:00:00,84.58
2022-10-25 00:00:00,87.62
2022-10-24 00:00:00,90.78
2022-10-21 00:00:00,97.64
2022-10-20 00:00:00,99.06
2022-10-19 00:00:00,98.53
2022-10-18 00:00:00,100.67
2022-10-17 00:00:00,103.97
2022-10-14 00:00:00,108.91
2022-10-13 00:00:00,108.51
2022-10-12 00:00:00,109.08
2022-10-11 00:00:00,107.34
2022-10-10 00:00:00,104.13
2022-10-07 00:00:00,100.95
2022-10-06 00:00:00,102.83
2022-10-05 00:00:00,98.3
2022-10-04 00:00:00,105.39
2022-10-03 00:00:00,105.78
2022-09-30 00:00:00,109.41
2022-09-29 00:00:00,107.14
2022-09-28 00:00:00,105.48
2022-09-27 00:00:00,104.67
2022-09-26 00:00:00,101.79
2022-09-23 00:00:00,98.91
2022-09-22 00:00:00,96.22
2022-09-21 00:00:00,95.39
2022-09-20 00:00:00,89.64
2022-09-19 00:00:00,85.76
2022-09-16 00:00:00,84.22
2022-09-15 00:00:00,83.87
2022-09-14 00:00:00,84.24
2022-09-13 00:00:00,82.24
2022-09-12 00:00:00,84.01
2022-09-09 00:00:00,85.85
2022-09-08 00:00:00,87.37
2022-09-07 00:00:00,88.33
2022-09-06 00:00:00,88.63
2022-09-05 00:00:00,87.41
2022-09-02 00:00:00,89.66
2022-09-01 00:00:00,88.72
2022-08-31 00:00:00,87.47
2022-08-30 00:00:00,85.47
2022-08-29 00:00:00,85.55
2022-08-26 00:00:00,83.64
2022-08-25 00:00:00,84.24
2022-08-24 00:00:00,84.9
2022-08-23 00:00:00,84.9
2022-08-22 00:00:00,82.01
2022-08-19 00:00:00,80.27
2022-08-18 00:00:00,80.57
2022-08-17 00:00:00,79.56
2022-08-16 00:00:00,78.33
2022-08-15 00:00:00,77.97
2022-08-12 00:00:00,78.66
2022-08-11 00:00:00,80.29
2022-08-10 00:00:00,82.04
2022-08-09 00:00:00,80.94
2022-08-08 00:00:00,81.87
2022-08-05 00:00:00,81.76
2022-08-04 00:00:00,82.02
2022-08-03 00:00:00,82.89
2022-08-02 00:00:00,81.85
2022-08-01 00:00:00,81.52
2022-07-29 00:00:00,83.67
2022-07-28 00:00:00,85.45
2022-07-27 00:00:00,86.8
2022-07-26 00:00:00,83.67
2022-07-25 00:00:00,83.75
2022-07-22 00:00:00,85.46
2022-07-21 00:00:00,85.65
2022-07-20 00:00:00,86.56
2022-07-19 00:00:00,89.47
2022-07-18 00:00:00,97.77
2022-07-15 00:00:00,99.58
2022-07-14 00:00:00,97.37
2022-07-13 00:00:00,96.86
2022-07-12 00:00:00,95.82
2022-07-11 00:00:00,95.05
2022-07-08 00:00:00,95.61
2022-07-07 00:00:00,97.18
2022-07-06 00:00:00,98.94
2022-07-05 00:00:00,95.15
2022-07-04 00:00:00,93.67
2022-07-01 00:00:00,93.13
2022-06-30 00:00:00,90.23
2022-06-29 00:00:00,88.74
2022-06-28 00:00:00,87.1
2022-06-27 00:00:00,87.57
2022-06-24 00:00:00,78.78
2022-06-23 00:00:00,77.57
2022-06-22 00:00:00,76.6
2022-06-21 00:00:00,78.35
2022-06-20 00:00:00,78.96
2022-06-17 00:00:00,79.18
2022-06-16 00:00:00,77.34
2022-06-15 00:00:00,78.33
2022-06-14 00:00:00,77.99
2022-06-13 00:00:00,75.19
2022-06-10 00:00:00,73.5
2022-06-09 00:00:00,72.45
2022-06-08 00:00:00,71.99
2022-06-07 00:00:00,71.58
2022-06-06 00:00:00,72.13
2022-06-03 00:00:00,72.12
2022-06-02 00:00:00,72.1
2022-06-01 00:00:00,71.87
2022-05-31 00:00:00,65
2022-05-30 00:00:00,71.28
2022-05-27 00:00:00,71.9
2022-05-26 00:00:00,73.62
2022-05-25 00:00:00,74.65
2022-05-24 00:00:00,74.24
2022-05-23 00:00:00,75
2022-05-20 00:00:00,74.67
2022-05-19 00:00:00,73.92
2022-05-18 00:00:00,72.7
2022-05-17 00:00:00,73.35
2022-05-16 00:00:00,73
2022-05-13 00:00:00,73.45
2022-05-12 00:00:00,73.31
2022-05-11 00:00:00,74.01
2022-05-10 00:00:00,75.1
2022-05-09 00:00:00,72.71
2022-05-06 00:00:00,72.46
2022-05-05 00:00:00,71.91
2022-05-04 00:00:00,71.06
2022-05-03 00:00:00,68.12
2022-05-02 00:00:00,67.53
2022-04-29 00:00:00,67.84
2022-04-28 00:00:00,66.84
2022-04-27 00:00:00,65.63
2022-04-26 00:00:00,64.61
2022-04-25 00:00:00,63.98
2022-04-22 00:00:00,61.35
2022-04-21 00:00:00,61.97
2022-04-20 00:00:00,63.35
2022-04-19 00:00:00,61.86
2022-04-18 00:00:00,61.83
2022-04-15 00:00:00,61.89
2022-04-14 00:00:00,62.71
2022-04-13 00:00:00,61.42
2022-04-12 00:00:00,62.46
2022-04-11 00:00:00,62.2
2022-04-08 00:00:00,61.49
2022-04-07 00:00:00,61.14
2022-04-06 00:00:00,59.07
2022-04-05 00:00:00,56.54
2022-04-04 00:00:00,57.14
2022-04-01 00:00:00,56.91
2022-03-31 00:00:00,57.33
2022-03-30 00:00:00,56.61
2022-03-29 00:00:00,61.07
2022-03-28 00:00:00,62.42
2022-03-25 00:00:00,62.82
