Date,DB
2022-09-19 00:00:00,336.134
2022-09-16 00:00:00,335.681
2022-09-15 00:00:00,327.094
2022-09-14 00:00:00,325.367
2022-09-13 00:00:00,325.464
2022-09-12 00:00:00,314.635
2022-09-09 00:00:00,326.963
2022-09-08 00:00:00,343.342
2022-09-07 00:00:00,347.533
2022-09-06 00:00:00,346.922
2022-09-05 00:00:00,358.813
2022-09-02 00:00:00,351.803
2022-09-01 00:00:00,365.156
2022-08-31 00:00:00,359.425
2022-08-30 00:00:00,346.588
2022-08-29 00:00:00,334.812
2022-08-26 00:00:00,335.453
2022-08-25 00:00:00,333.942
2022-08-24 00:00:00,340.161
2022-08-23 00:00:00,339.358
2022-08-22 00:00:00,339.63
2022-08-19 00:00:00,317.501
2022-08-18 00:00:00,308.907
2022-08-17 00:00:00,309.96
2022-08-16 00:00:00,295.921
2022-08-15 00:00:00,292.686
2022-08-12 00:00:00,293.447
2022-08-11 00:00:00,298.834
2022-08-10 00:00:00,304.785
2022-08-09 00:00:00,311.979
2022-08-08 00:00:00,309.467
2022-08-05 00:00:00,320.536
2022-08-04 00:00:00,322.708
2022-08-03 00:00:00,338.159
2022-08-02 00:00:00,350.302
2022-08-01 00:00:00,343.069
2022-07-29 00:00:00,343.984
2022-07-28 00:00:00,364.041
2022-07-27 00:00:00,370.12
2022-07-26 00:00:00,377.33
2022-07-25 00:00:00,352.892
2022-07-22 00:00:00,357.458
2022-07-21 00:00:00,365.913
2022-07-20 00:00:00,369.643
2022-07-19 00:00:00,357.402
2022-07-18 00:00:00,370.728
2022-07-15 00:00:00,379.29
2022-07-14 00:00:00,378.532
2022-07-13 00:00:00,373.842
2022-07-12 00:00:00,376.801
2022-07-11 00:00:00,375.537
2022-07-08 00:00:00,373.718
2022-07-07 00:00:00,381.104
2022-07-06 00:00:00,376.199
2022-07-05 00:00:00,366.683
2022-07-04 00:00:00,354.848
2022-07-01 00:00:00,353.262
2022-06-30 00:00:00,354.828
2022-06-29 00:00:00,339.524
2022-06-28 00:00:00,328.192
2022-06-27 00:00:00,323.391
2022-06-24 00:00:00,328.393
2022-06-23 00:00:00,327.585
2022-06-22 00:00:00,311.053
2022-06-21 00:00:00,303.722
2022-06-20 00:00:00,312.551
2022-06-17 00:00:00,317.759
2022-06-16 00:00:00,322.688
2022-06-15 00:00:00,309.602
2022-06-14 00:00:00,315.783
2022-06-13 00:00:00,304.777
2022-06-10 00:00:00,286.032
2022-06-09 00:00:00,272.285
2022-06-08 00:00:00,266.683
2022-06-07 00:00:00,262.95
2022-06-06 00:00:00,257.588
2022-06-03 00:00:00,260.584
2022-06-02 00:00:00,260.294
2022-06-01 00:00:00,260.222
2022-05-31 00:00:00,259.156
2022-05-30 00:00:00,256.676
2022-05-27 00:00:00,260.505
2022-05-26 00:00:00,267.505
2022-05-25 00:00:00,281.121
2022-05-24 00:00:00,285.227
2022-05-23 00:00:00,281.979
2022-05-20 00:00:00,284.773
2022-05-19 00:00:00,283.199
2022-05-18 00:00:00,263.783
2022-05-17 00:00:00,268.794
2022-05-16 00:00:00,277.175
2022-05-13 00:00:00,275.77
2022-05-12 00:00:00,284.27
2022-05-11 00:00:00,277.811
2022-05-10 00:00:00,281.183
2022-05-09 00:00:00,285.476
2022-05-06 00:00:00,278.482
2022-05-05 00:00:00,269.686
2022-05-04 00:00:00,269.468
2022-05-03 00:00:00,268.131
2022-05-02 00:00:00,271.665
2022-04-29 00:00:00,271.558
2022-04-28 00:00:00,256.627
