Date,DANK
2022-11-02 00:00:00,223.16
2022-11-01 00:00:00,220.57
2022-10-31 00:00:00,222.39
2022-10-28 00:00:00,226.32
2022-10-27 00:00:00,241.44
2022-10-26 00:00:00,272.14
2022-10-25 00:00:00,282.55
2022-10-24 00:00:00,292.32
2022-10-21 00:00:00,299.39
2022-10-20 00:00:00,293.2
2022-10-19 00:00:00,291.53
2022-10-18 00:00:00,292.21
2022-10-17 00:00:00,297.93
2022-10-14 00:00:00,304.76
2022-10-13 00:00:00,313.82
2022-10-12 00:00:00,313.26
2022-10-11 00:00:00,312.02
2022-10-10 00:00:00,307.11
2022-10-07 00:00:00,297.08
2022-10-06 00:00:00,294.75
2022-10-05 00:00:00,300.83
2022-10-04 00:00:00,293.92
2022-10-03 00:00:00,314.61
2022-09-30 00:00:00,312.19
2022-09-29 00:00:00,324.49
2022-09-28 00:00:00,314.78
2022-09-27 00:00:00,311.48
2022-09-26 00:00:00,312.8
2022-09-23 00:00:00,301.78
2022-09-22 00:00:00,293.2
2022-09-21 00:00:00,291.47
2022-09-20 00:00:00,290.54
2022-09-19 00:00:00,272.61
2022-09-16 00:00:00,271.39
2022-09-15 00:00:00,264.22
2022-09-14 00:00:00,264.86
2022-09-13 00:00:00,265.27
2022-09-12 00:00:00,261.58
2022-09-09 00:00:00,270.61
2022-09-08 00:00:00,284.05
2022-09-07 00:00:00,287.1
2022-09-06 00:00:00,288.32
2022-09-05 00:00:00,296.32
2022-09-02 00:00:00,281.81
2022-09-01 00:00:00,286.65
2022-08-31 00:00:00,284.25
2022-08-30 00:00:00,276.39
2022-08-29 00:00:00,271.64
2022-08-26 00:00:00,272.12
2022-08-25 00:00:00,266.79
2022-08-24 00:00:00,270.7
2022-08-23 00:00:00,264.82
2022-08-22 00:00:00,261.56
2022-08-19 00:00:00,244.12
2022-08-18 00:00:00,239.15
2022-08-17 00:00:00,240.77
2022-08-16 00:00:00,237.23
2022-08-15 00:00:00,233.35
2022-08-12 00:00:00,225.56
2022-08-11 00:00:00,228.88
2022-08-10 00:00:00,235.62
2022-08-09 00:00:00,241.66
2022-08-08 00:00:00,240.87
2022-08-05 00:00:00,245.22
2022-08-04 00:00:00,243.46
2022-08-03 00:00:00,267.12
2022-08-02 00:00:00,273.8
2022-08-01 00:00:00,266.95
2022-07-29 00:00:00,270.19
2022-07-28 00:00:00,284.2
2022-07-27 00:00:00,288.62
2022-07-26 00:00:00,292.09
2022-07-25 00:00:00,284.91
2022-07-22 00:00:00,298.09
2022-07-21 00:00:00,302.77
2022-07-20 00:00:00,303.39
2022-07-19 00:00:00,313.99
2022-07-18 00:00:00,320.27
2022-07-15 00:00:00,325.86
2022-07-14 00:00:00,328
2022-07-13 00:00:00,320.79
2022-07-12 00:00:00,317.94
2022-07-11 00:00:00,312.67
2022-07-08 00:00:00,306.29
2022-07-07 00:00:00,304.49
2022-07-06 00:00:00,306.77
2022-07-05 00:00:00,308.5
2022-07-04 00:00:00,302.28
2022-07-01 00:00:00,300.39
2022-06-30 00:00:00,297.81
2022-06-29 00:00:00,284.58
2022-06-28 00:00:00,281.69
2022-06-27 00:00:00,278.39
2022-06-24 00:00:00,282.77
2022-06-23 00:00:00,278.34
2022-06-22 00:00:00,264.26
2022-06-21 00:00:00,259.25
2022-06-20 00:00:00,265.79
2022-06-17 00:00:00,271.64
2022-06-16 00:00:00,272.66
2022-06-15 00:00:00,257.93
2022-06-14 00:00:00,266.13
2022-06-13 00:00:00,260.72
2022-06-10 00:00:00,244.7
2022-06-09 00:00:00,233.17
2022-06-08 00:00:00,228.38
2022-06-07 00:00:00,227.95
2022-06-06 00:00:00,221.72
2022-06-03 00:00:00,224.05
2022-06-02 00:00:00,223.6
2022-06-01 00:00:00,224.02
2022-05-31 00:00:00,221.45
2022-05-30 00:00:00,218.05
2022-05-27 00:00:00,221.92
2022-05-26 00:00:00,228.17
2022-05-25 00:00:00,237.39
2022-05-24 00:00:00,238.89
2022-05-23 00:00:00,238.11
2022-05-20 00:00:00,240.44
2022-05-19 00:00:00,239.35
2022-05-18 00:00:00,233.43
2022-05-17 00:00:00,228.13
2022-05-16 00:00:00,232.11
2022-05-13 00:00:00,229.27
2022-05-12 00:00:00,233.37
2022-05-11 00:00:00,228.94
2022-05-10 00:00:00,233.94
2022-05-09 00:00:00,236.45
2022-05-06 00:00:00,236.17
2022-05-05 00:00:00,225.2
2022-05-04 00:00:00,224.33
2022-05-03 00:00:00,216.49
2022-05-02 00:00:00,217.38
2022-04-29 00:00:00,218.32
2022-04-28 00:00:00,209.92
2022-04-27 00:00:00,204.17
2022-04-26 00:00:00,197.77
2022-04-25 00:00:00,194.62
2022-04-22 00:00:00,188.37
2022-04-21 00:00:00,184.74
2022-04-20 00:00:00,184.59
2022-04-19 00:00:00,188.17
2022-04-18 00:00:00,183.05
2022-04-15 00:00:00,183.21
2022-04-14 00:00:00,183.46
2022-04-13 00:00:00,182.94
2022-04-12 00:00:00,180.97
2022-04-11 00:00:00,180.68
2022-04-08 00:00:00,182.94
2022-04-07 00:00:00,178.24
2022-04-06 00:00:00,177.06
2022-04-05 00:00:00,174
2022-04-04 00:00:00,167.74
2022-04-01 00:00:00,168.41
2022-03-31 00:00:00,165.56
2022-03-30 00:00:00,164.91
2022-03-29 00:00:00,160.47
2022-03-28 00:00:00,170.8
2022-03-25 00:00:00,174.03
2022-03-24 00:00:00,175.94
2022-03-23 00:00:00,172.73
2022-03-22 00:00:00,171.27
2022-03-21 00:00:00,169.28
2022-03-18 00:00:00,160.6
2022-03-17 00:00:00,159.35
2022-03-16 00:00:00,169.13
2022-03-15 00:00:00,182.5
2022-03-14 00:00:00,181.07
2022-03-11 00:00:00,183.71
2022-03-10 00:00:00,187.41
2022-03-09 00:00:00,184.57
2022-03-08 00:00:00,197.02
2022-03-07 00:00:00,205.93
2022-03-04 00:00:00,188.34
2022-03-03 00:00:00,176.01
2022-03-02 00:00:00,173.83
2022-03-01 00:00:00,171.08
2022-02-28 00:00:00,167.31
2022-02-25 00:00:00,159.84
2022-02-24 00:00:00,173.77
2022-02-23 00:00:00,163.1
2022-02-22 00:00:00,164.22
2022-02-21 00:00:00,166.23
2022-02-18 00:00:00,161.57
2022-02-17 00:00:00,157.27
2022-02-16 00:00:00,155.53
2022-02-15 00:00:00,156.69
2022-02-14 00:00:00,164.02
2022-02-11 00:00:00,159.01
2022-02-10 00:00:00,155.16
2022-02-09 00:00:00,149.25
2022-02-08 00:00:00,152.59
2022-02-07 00:00:00,158.65
2022-02-04 00:00:00,152.69
2022-02-03 00:00:00,142.67
2022-02-02 00:00:00,135.6
2022-02-01 00:00:00,137.46
2022-01-31 00:00:00,141
2022-01-28 00:00:00,141.47
2022-01-27 00:00:00,136.93
2022-01-26 00:00:00,134.59
2022-01-25 00:00:00,138.9
2022-01-24 00:00:00,140.27
2022-01-21 00:00:00,135.72
2022-01-20 00:00:00,132.46
2022-01-19 00:00:00,131.93
2022-01-18 00:00:00,133.04
2022-01-17 00:00:00,131.55
2022-01-14 00:00:00,129.19
2022-01-13 00:00:00,126.6
2022-01-12 00:00:00,124.73
2022-01-11 00:00:00,125.79
2022-01-10 00:00:00,129.11
2022-01-07 00:00:00,125.86
2022-01-06 00:00:00,123.43
2022-01-05 00:00:00,120.05
2022-01-04 00:00:00,118.79
2022-01-03 00:00:00,121.35
2021-12-31 00:00:00,121.18
2021-12-30 00:00:00,120.3
2021-12-29 00:00:00,121.27
2021-12-28 00:00:00,121.28
2021-12-27 00:00:00,121.82
2021-12-24 00:00:00,121.76
2021-12-23 00:00:00,122.26
2021-12-22 00:00:00,123.92
2021-12-21 00:00:00,124.72
2021-12-20 00:00:00,127.72
2021-12-17 00:00:00,125.86
2021-12-16 00:00:00,127.41
2021-12-15 00:00:00,130.22
2021-12-14 00:00:00,132.48
