Date,HESLN
2022-08-30 00:00:00,72.74
2022-08-29 00:00:00,72.81
2022-08-26 00:00:00,69.87
2022-08-25 00:00:00,73.29
2022-08-24 00:00:00,73.28
2022-08-23 00:00:00,73.32
2022-08-22 00:00:00,73.3
2022-08-19 00:00:00,72.62
2022-08-18 00:00:00,68.84
2022-08-17 00:00:00,68.83
2022-08-16 00:00:00,67.91
2022-08-15 00:00:00,67.92
2022-08-12 00:00:00,67.92
2022-08-11 00:00:00,67.93
2022-08-10 00:00:00,67.9
2022-08-09 00:00:00,67.92
2022-08-08 00:00:00,67.93
2022-08-05 00:00:00,67.9
2022-08-04 00:00:00,69.18
2022-08-03 00:00:00,69.19
2022-08-02 00:00:00,75.68
2022-08-01 00:00:00,75.67
2022-07-29 00:00:00,75.69
2022-07-28 00:00:00,90.43
2022-07-27 00:00:00,90.42
2022-07-26 00:00:00,90.41
2022-07-25 00:00:00,90.42
2022-07-22 00:00:00,90.42
2022-07-21 00:00:00,90.41
2022-07-20 00:00:00,90.42
2022-07-19 00:00:00,90.41
2022-07-18 00:00:00,86
2022-07-15 00:00:00,88.01
2022-07-14 00:00:00,88.03
2022-07-13 00:00:00,85.97
2022-07-12 00:00:00,81.48
2022-07-11 00:00:00,81.48
2022-07-08 00:00:00,81.5
2022-07-07 00:00:00,89.92
2022-07-06 00:00:00,89.91
2022-07-05 00:00:00,82.92
2022-07-04 00:00:00,84.76
2022-07-01 00:00:00,84.72
2022-06-30 00:00:00,87.63
2022-06-29 00:00:00,84.01
2022-06-28 00:00:00,71.44
2022-06-27 00:00:00,71.39
2022-06-24 00:00:00,71.45
2022-06-23 00:00:00,71.42
2022-06-22 00:00:00,71.42
2022-06-21 00:00:00,71.42
2022-06-20 00:00:00,71.37
2022-06-17 00:00:00,71.36
2022-06-16 00:00:00,71.41
2022-06-15 00:00:00,71.5
2022-06-14 00:00:00,71.44
2022-06-13 00:00:00,71.43
2022-06-10 00:00:00,71.43
2022-06-09 00:00:00,71.4
2022-06-08 00:00:00,71.43
2022-06-07 00:00:00,71.43
2022-06-06 00:00:00,75.48
2022-06-03 00:00:00,77.57
2022-06-02 00:00:00,82.18
2022-06-01 00:00:00,80.44
2022-05-31 00:00:00,77.64
2022-05-30 00:00:00,77.65
2022-05-27 00:00:00,77.65
2022-05-26 00:00:00,82.13
2022-05-25 00:00:00,79.84
2022-05-24 00:00:00,74.05
2022-05-23 00:00:00,75.72
2022-05-20 00:00:00,75.75
2022-05-19 00:00:00,78.22
2022-05-18 00:00:00,78.51
2022-05-17 00:00:00,80.09
2022-05-16 00:00:00,80.09
2022-05-13 00:00:00,81.71
2022-05-12 00:00:00,76.88
2022-05-11 00:00:00,76.92
2022-05-10 00:00:00,76.91
2022-05-09 00:00:00,76.93
2022-05-06 00:00:00,76.93
2022-05-05 00:00:00,71.07
2022-05-04 00:00:00,71.1
2022-05-03 00:00:00,71.07
2022-05-02 00:00:00,71.08
2022-04-29 00:00:00,71.09
2022-04-28 00:00:00,72.68
2022-04-27 00:00:00,61.06
2022-04-26 00:00:00,61.06
2022-04-25 00:00:00,61.08
2022-04-22 00:00:00,58.02
2022-04-21 00:00:00,57.95
2022-04-20 00:00:00,57.94
2022-04-19 00:00:00,57.96
2022-04-18 00:00:00,57.95
2022-04-15 00:00:00,57.96
2022-04-14 00:00:00,57.96
2022-04-13 00:00:00,57.94
2022-04-12 00:00:00,57.96
2022-04-11 00:00:00,54.43
2022-04-08 00:00:00,54.39
2022-04-07 00:00:00,54.38
2022-04-06 00:00:00,54.44
2022-04-05 00:00:00,54.4
2022-04-04 00:00:00,54.36
2022-04-01 00:00:00,54.09
2022-03-31 00:00:00,54.11
2022-03-30 00:00:00,44.14
2022-03-29 00:00:00,44.08
2022-03-28 00:00:00,44.1
2022-03-25 00:00:00,44.09
2022-03-24 00:00:00,44.04
2022-03-23 00:00:00,44.05
2022-03-22 00:00:00,44.1
2022-03-21 00:00:00,44.08
2022-03-18 00:00:00,41.59
2022-03-17 00:00:00,41.63
2022-03-16 00:00:00,41.61
2022-03-15 00:00:00,41.62
2022-03-14 00:00:00,41.57
2022-03-11 00:00:00,41.62
2022-03-10 00:00:00,41.62
2022-03-09 00:00:00,41.63
2022-03-08 00:00:00,41.63
2022-03-07 00:00:00,41.64
2022-03-04 00:00:00,41.65
2022-03-03 00:00:00,41.71
2022-03-02 00:00:00,41.58
2022-03-01 00:00:00,41.55
2022-02-28 00:00:00,44.46
2022-02-25 00:00:00,44.42
2022-02-24 00:00:00,44.43
2022-02-23 00:00:00,44.44
2022-02-22 00:00:00,44.47
2022-02-21 00:00:00,44.45
2022-02-18 00:00:00,44.45
2022-02-17 00:00:00,42.44
2022-02-16 00:00:00,42.51
2022-02-15 00:00:00,43.38
2022-02-14 00:00:00,41.69
2022-02-11 00:00:00,44.45
2022-02-10 00:00:00,41.56
2022-02-09 00:00:00,41.58
2022-02-08 00:00:00,43.64
2022-02-07 00:00:00,43.71
2022-02-04 00:00:00,43.72
2022-02-03 00:00:00,43.72
2022-02-02 00:00:00,43.71
2022-02-01 00:00:00,43.85
2022-01-31 00:00:00,44.83
2022-01-28 00:00:00,44.83
2022-01-27 00:00:00,44.45
2022-01-26 00:00:00,41.39
2022-01-25 00:00:00,41.28
2022-01-24 00:00:00,40.58
2022-01-21 00:00:00,43.03
2022-01-20 00:00:00,46.21
2022-01-19 00:00:00,47.15
2022-01-18 00:00:00,46.37
2022-01-17 00:00:00,48.38
2022-01-14 00:00:00,47.86
2022-01-13 00:00:00,43.81
2022-01-12 00:00:00,44.28
2022-01-11 00:00:00,48.1
2022-01-10 00:00:00,45.81
2022-01-07 00:00:00,43.74
2022-01-06 00:00:00,43.74
2022-01-05 00:00:00,43.75
2022-01-04 00:00:00,43.62
2022-01-03 00:00:00,42.6
2021-12-31 00:00:00,42.59
2021-12-30 00:00:00,42.58
2021-12-29 00:00:00,42.35
2021-12-28 00:00:00,40.55
2021-12-27 00:00:00,42.65
2021-12-24 00:00:00,42.88
2021-12-23 00:00:00,44.79
2021-12-22 00:00:00,43.51
2021-12-21 00:00:00,41.39
2021-12-20 00:00:00,41.39
2021-12-17 00:00:00,40.75
2021-12-16 00:00:00,43.98
2021-12-15 00:00:00,44.97
2021-12-14 00:00:00,44.75
2021-12-13 00:00:00,42.86
2021-12-10 00:00:00,44.22
2021-12-09 00:00:00,46.91
2021-12-08 00:00:00,46.9
2021-12-07 00:00:00,43.57
2021-12-06 00:00:00,41.5
2021-12-03 00:00:00,41.63
2021-12-02 00:00:00,41.6
2021-12-01 00:00:00,42.44
2021-11-30 00:00:00,42.4
2021-11-29 00:00:00,42.39
2021-11-26 00:00:00,42.39
2021-11-25 00:00:00,40.35
2021-11-24 00:00:00,40.47
2021-11-23 00:00:00,41.3
2021-11-22 00:00:00,39.43
2021-11-19 00:00:00,41.23
2021-11-18 00:00:00,41.23
2021-11-17 00:00:00,41.23
2021-11-16 00:00:00,41.23
2021-11-15 00:00:00,41.22
2021-11-12 00:00:00,41.23
2021-11-11 00:00:00,41.27
2021-11-10 00:00:00,41.27
2021-11-09 00:00:00,41.3
2021-11-08 00:00:00,41.27
2021-11-05 00:00:00,41.26
2021-11-04 00:00:00,41.24
2021-11-03 00:00:00,41.21
2021-11-02 00:00:00,41.18
2021-11-01 00:00:00,41.19
2021-10-29 00:00:00,41.21
2021-10-28 00:00:00,38.96
2021-10-27 00:00:00,36.94
2021-10-26 00:00:00,37.62
2021-10-25 00:00:00,34.68
2021-10-22 00:00:00,36.06
2021-10-21 00:00:00,36.05
2021-10-20 00:00:00,36.03
2021-10-19 00:00:00,38.87
2021-10-18 00:00:00,36.03
2021-10-15 00:00:00,36.01
2021-10-14 00:00:00,36.04
2021-10-13 00:00:00,38.48
2021-10-12 00:00:00,41.59
2021-10-11 00:00:00,41.58
