Date,CRAG
2023-07-19 00:00:00,117.068
2023-07-18 00:00:00,118.14
2023-07-17 00:00:00,119.75
2023-07-14 00:00:00,118.168
2023-07-13 00:00:00,117.244
2023-07-12 00:00:00,119.74
2023-07-11 00:00:00,126.211
2023-07-10 00:00:00,130.194
2023-07-07 00:00:00,132.298
2023-07-06 00:00:00,131.495
2023-07-05 00:00:00,128.359
2023-07-04 00:00:00,127.581
2023-07-03 00:00:00,126.919
2023-06-30 00:00:00,129.766
2023-06-29 00:00:00,136.408
2023-06-28 00:00:00,137.508
2023-06-27 00:00:00,140.73
2023-06-26 00:00:00,142.771
2023-06-23 00:00:00,139.849
2023-06-22 00:00:00,139.096
2023-06-21 00:00:00,138.933
2023-06-20 00:00:00,139.364
2023-06-19 00:00:00,138.003
2023-06-16 00:00:00,137.657
2023-06-15 00:00:00,140.73
2023-06-14 00:00:00,137.654
2023-06-13 00:00:00,135.6
2023-06-12 00:00:00,134.124
2023-06-09 00:00:00,133.826
2023-06-08 00:00:00,134.441
2023-06-07 00:00:00,133.671
2023-06-06 00:00:00,134.335
2023-06-05 00:00:00,135.826
2023-06-02 00:00:00,136.39
2023-06-01 00:00:00,137.061
2023-05-31 00:00:00,138.674
2023-05-30 00:00:00,134.443
2023-05-29 00:00:00,134.516
2023-05-26 00:00:00,135.406
2023-05-25 00:00:00,140.63
2023-05-24 00:00:00,142.761
2023-05-23 00:00:00,136.214
2023-05-22 00:00:00,137.617
2023-05-19 00:00:00,139.611
2023-05-18 00:00:00,145.008
2023-05-17 00:00:00,152.62
2023-05-16 00:00:00,151.947
2023-05-15 00:00:00,151.338
2023-05-12 00:00:00,152.779
2023-05-11 00:00:00,157.548
2023-05-10 00:00:00,158.853
2023-05-09 00:00:00,158.702
2023-05-08 00:00:00,155.058
2023-05-05 00:00:00,154.613
2023-05-04 00:00:00,161.911
2023-05-03 00:00:00,150.941
2023-05-02 00:00:00,150.434
2023-05-01 00:00:00,146.169
2023-04-28 00:00:00,146.398
2023-04-27 00:00:00,147.123
2023-04-26 00:00:00,148.841
2023-04-25 00:00:00,142.49
2023-04-24 00:00:00,140.467
2023-04-21 00:00:00,140.465
