Date,DZ
2023-05-23 00:00:00,48.125
2023-05-22 00:00:00,48.075
2023-05-19 00:00:00,46.79
2023-05-18 00:00:00,51.495
2023-05-17 00:00:00,50.17
2023-05-16 00:00:00,50.78
2023-05-15 00:00:00,50.175
2023-05-12 00:00:00,50.815
2023-05-11 00:00:00,54.785
2023-05-10 00:00:00,54.82
2023-05-09 00:00:00,54.785
2023-05-08 00:00:00,55.475
2023-05-05 00:00:00,52.735
2023-05-04 00:00:00,52.785
2023-05-03 00:00:00,52.03
2023-05-02 00:00:00,47.435
2023-05-01 00:00:00,50.08
2023-04-28 00:00:00,52.805
2023-04-27 00:00:00,52.845
2023-04-26 00:00:00,49.42
2023-04-25 00:00:00,52.8
2023-04-24 00:00:00,52.77
2023-04-21 00:00:00,53.44
2023-04-20 00:00:00,53.46
2023-04-19 00:00:00,53.5
2023-04-18 00:00:00,52.105
2023-04-17 00:00:00,56.17
2023-04-14 00:00:00,56.155
2023-04-13 00:00:00,56.14
2023-04-12 00:00:00,56.14
2023-04-11 00:00:00,56.125
2023-04-10 00:00:00,56.14
2023-04-07 00:00:00,55.475
2023-04-06 00:00:00,50.76
2023-04-05 00:00:00,50.67
2023-04-04 00:00:00,51.395
2023-04-03 00:00:00,53.405
2023-03-31 00:00:00,53.45
2023-03-30 00:00:00,53.44
2023-03-29 00:00:00,53.47
2023-03-28 00:00:00,53.42
2023-03-27 00:00:00,53.465
2023-03-24 00:00:00,53.4
2023-03-23 00:00:00,53.37
2023-03-22 00:00:00,48.835
2023-03-21 00:00:00,48.76
2023-03-20 00:00:00,48.735
2023-03-17 00:00:00,47.17
2023-03-16 00:00:00,47.12
2023-03-15 00:00:00,47.075
2023-03-14 00:00:00,47.1
2023-03-13 00:00:00,47.11
2023-03-10 00:00:00,47.075
2023-03-09 00:00:00,47.11
2023-03-08 00:00:00,46.53
2023-03-07 00:00:00,47.76
2023-03-06 00:00:00,47.77
2023-03-03 00:00:00,48.39
2023-03-02 00:00:00,46.635
2023-03-01 00:00:00,53.685
2023-02-28 00:00:00,53.73
2023-02-27 00:00:00,53.695
2023-02-24 00:00:00,53.73
2023-02-23 00:00:00,53.705
2023-02-22 00:00:00,53.715
2023-02-21 00:00:00,53.745
2023-02-20 00:00:00,53.71
2023-02-17 00:00:00,53.705
2023-02-16 00:00:00,53.72
2023-02-15 00:00:00,53.755
2023-02-14 00:00:00,53.745
2023-02-13 00:00:00,53.745
2023-02-10 00:00:00,53.745
2023-02-09 00:00:00,53.71
2023-02-08 00:00:00,53.74
2023-02-07 00:00:00,53.75
2023-02-06 00:00:00,53.74
2023-02-03 00:00:00,53.69
2023-02-02 00:00:00,53.72
2023-02-01 00:00:00,53.73
2023-01-31 00:00:00,53.73
2023-01-30 00:00:00,55.68
2023-01-27 00:00:00,55.7
2023-01-26 00:00:00,55.7
2023-01-25 00:00:00,55.655
2023-01-24 00:00:00,55.7
2023-01-23 00:00:00,55.69
2023-01-20 00:00:00,55.705
2023-01-19 00:00:00,55.745
2023-01-18 00:00:00,55.62
2023-01-17 00:00:00,55.69
2023-01-16 00:00:00,57.6
2023-01-13 00:00:00,57.55
2023-01-12 00:00:00,57.505
2023-01-11 00:00:00,57.555
2023-01-10 00:00:00,57.55
2023-01-09 00:00:00,57.505
2023-01-06 00:00:00,57.53
2023-01-05 00:00:00,57.545
2023-01-04 00:00:00,57.565
2023-01-03 00:00:00,57.545
2023-01-02 00:00:00,57.555
2022-12-30 00:00:00,57.53
2022-12-29 00:00:00,57.53
2022-12-28 00:00:00,57.555
2022-12-27 00:00:00,57.54
