Date,LBBW
2023-11-28 00:00:00,56.405
2023-11-27 00:00:00,55.355
2023-11-24 00:00:00,51.975
2023-11-23 00:00:00,55.275
2023-11-22 00:00:00,55.83
2023-11-21 00:00:00,55.64
2023-11-20 00:00:00,56.11
2023-11-17 00:00:00,57.255
2023-11-16 00:00:00,56.245
2023-11-15 00:00:00,58.085
2023-11-14 00:00:00,58.055
2023-11-13 00:00:00,58.93
2023-11-10 00:00:00,58.155
2023-11-09 00:00:00,58.535
2023-11-08 00:00:00,59.605
2023-11-07 00:00:00,59.775
2023-11-06 00:00:00,61.105
2023-11-03 00:00:00,61.14
2023-11-02 00:00:00,63.575
2023-11-01 00:00:00,63.595
2023-10-31 00:00:00,64.51
2023-10-30 00:00:00,64.635
2023-10-27 00:00:00,63.94
2023-10-26 00:00:00,62.695
2023-10-25 00:00:00,63.935
2023-10-24 00:00:00,63.93
2023-10-23 00:00:00,65.265
2023-10-20 00:00:00,62.875
2023-10-19 00:00:00,62.88
2023-10-18 00:00:00,62.325
2023-10-17 00:00:00,62.305
2023-10-16 00:00:00,62.505
2023-10-13 00:00:00,61.38
2023-10-12 00:00:00,61.92
2023-10-11 00:00:00,62.6
2023-10-10 00:00:00,64.465
2023-10-09 00:00:00,64.265
2023-10-06 00:00:00,64.1
2023-10-05 00:00:00,62.83
2023-10-04 00:00:00,61.935
2023-10-03 00:00:00,60.41
2023-10-02 00:00:00,60.145
2023-09-29 00:00:00,59.885
2023-09-28 00:00:00,60.415
2023-09-27 00:00:00,59.665
2023-09-26 00:00:00,58.865
2023-09-25 00:00:00,58.895
2023-09-22 00:00:00,58.385
2023-09-21 00:00:00,58.915
2023-09-20 00:00:00,58.345
2023-09-19 00:00:00,54.85
2023-09-18 00:00:00,54.435
2023-09-15 00:00:00,54.61
2023-09-14 00:00:00,55.5
2023-09-13 00:00:00,55.67
2023-09-12 00:00:00,55.28
2023-09-11 00:00:00,55.68
2023-09-08 00:00:00,56.025
2023-09-07 00:00:00,55.48
2023-09-06 00:00:00,54.9
2023-09-05 00:00:00,55.11
2023-09-04 00:00:00,54.92
2023-09-01 00:00:00,55.265
2023-08-31 00:00:00,54.755
2023-08-30 00:00:00,56.685
2023-08-29 00:00:00,56.675
2023-08-28 00:00:00,56.71
2023-08-25 00:00:00,56.975
2023-08-24 00:00:00,57.405
2023-08-23 00:00:00,57.925
2023-08-22 00:00:00,58.305
2023-08-21 00:00:00,58.305
2023-08-18 00:00:00,57.36
2023-08-17 00:00:00,56.86
2023-08-16 00:00:00,56.605
2023-08-15 00:00:00,56.175
2023-08-14 00:00:00,56.46
2023-08-11 00:00:00,56
2023-08-10 00:00:00,56.535
2023-08-09 00:00:00,57.98
2023-08-08 00:00:00,55.995
2023-08-07 00:00:00,55.72
2023-08-04 00:00:00,56.65
2023-08-03 00:00:00,56.645
2023-08-02 00:00:00,55.53
2023-08-01 00:00:00,54.965
2023-07-31 00:00:00,54.57
2023-07-28 00:00:00,55.26
2023-07-27 00:00:00,56.225
2023-07-26 00:00:00,55.795
2023-07-25 00:00:00,56.595
2023-07-24 00:00:00,55.505
2023-07-21 00:00:00,56.265
2023-07-20 00:00:00,55.525
2023-07-19 00:00:00,55.835
2023-07-18 00:00:00,56.12
2023-07-17 00:00:00,55.96
2023-07-14 00:00:00,55.99
2023-07-13 00:00:00,55.525
2023-07-12 00:00:00,56.66
2023-07-11 00:00:00,58.65
2023-07-10 00:00:00,58.45
2023-07-07 00:00:00,58.43
2023-07-06 00:00:00,57.395
2023-07-05 00:00:00,56.845
2023-07-04 00:00:00,57.08
2023-07-03 00:00:00,49.905
2023-06-30 00:00:00,49.94
2023-06-29 00:00:00,49.895
2023-06-28 00:00:00,49.97
2023-06-27 00:00:00,50.915
2023-06-26 00:00:00,50.97
2023-06-23 00:00:00,49.95
2023-06-22 00:00:00,49.93
2023-06-21 00:00:00,49.91
2023-06-20 00:00:00,49.94
2023-06-19 00:00:00,46.58
2023-06-16 00:00:00,47.535
2023-06-15 00:00:00,47.18
