Date,BNP
2023-10-26 00:00:00,146.65
2023-10-25 00:00:00,144.9
2023-10-24 00:00:00,143.66
2023-10-23 00:00:00,148.77
2023-10-20 00:00:00,149.215
2023-10-19 00:00:00,145.58
2023-10-18 00:00:00,142.39
2023-10-17 00:00:00,140.305
2023-10-16 00:00:00,141.415
2023-10-13 00:00:00,141.33
2023-10-12 00:00:00,136.185
2023-10-11 00:00:00,138.925
2023-10-10 00:00:00,140.88
2023-10-09 00:00:00,145.495
2023-10-06 00:00:00,144.36
2023-10-05 00:00:00,140.555
2023-10-04 00:00:00,137.31
2023-10-03 00:00:00,134.605
2023-10-02 00:00:00,130.065
2023-09-29 00:00:00,129.67
2023-09-28 00:00:00,131.53
2023-09-27 00:00:00,130.32
2023-09-26 00:00:00,128.18
2023-09-25 00:00:00,125.645
2023-09-22 00:00:00,125.785
2023-09-21 00:00:00,125.685
2023-09-20 00:00:00,121.425
2023-09-19 00:00:00,112.365
2023-09-18 00:00:00,113.595
2023-09-15 00:00:00,111.255
2023-09-14 00:00:00,113.65
2023-09-13 00:00:00,116.82
2023-09-12 00:00:00,116.805
2023-09-11 00:00:00,115.72
2023-09-08 00:00:00,117.145
2023-09-07 00:00:00,117.13
2023-09-06 00:00:00,117.445
2023-09-05 00:00:00,115.38
2023-09-04 00:00:00,112.82
2023-09-01 00:00:00,113.04
2023-08-31 00:00:00,113.25
2023-08-30 00:00:00,113.46
2023-08-29 00:00:00,114.82
2023-08-28 00:00:00,118.705
2023-08-25 00:00:00,118.71
2023-08-24 00:00:00,118.37
2023-08-23 00:00:00,120.21
2023-08-22 00:00:00,120.37
2023-08-21 00:00:00,121.39
2023-08-18 00:00:00,121.575
2023-08-17 00:00:00,118.51
2023-08-16 00:00:00,115.035
2023-08-15 00:00:00,113.29
2023-08-14 00:00:00,113.36
2023-08-11 00:00:00,112.52
2023-08-10 00:00:00,108.45
2023-08-09 00:00:00,111.56
2023-08-08 00:00:00,113.935
2023-08-07 00:00:00,110.485
2023-08-04 00:00:00,111.33
2023-08-03 00:00:00,113.485
2023-08-02 00:00:00,112.58
2023-08-01 00:00:00,110.74
2023-07-31 00:00:00,109.295
2023-07-28 00:00:00,109.81
2023-07-27 00:00:00,109.51
2023-07-26 00:00:00,115.055
2023-07-25 00:00:00,116.62
2023-07-24 00:00:00,117.145
2023-07-21 00:00:00,115.14
2023-07-20 00:00:00,117.825
2023-07-19 00:00:00,115.43
2023-07-18 00:00:00,118.22
2023-07-17 00:00:00,120.15
2023-07-14 00:00:00,118.61
2023-07-13 00:00:00,115.93
2023-07-12 00:00:00,117.77
