Date,SWEN
2022-11-04 00:00:00,159.55
2022-11-03 00:00:00,154.61
2022-11-02 00:00:00,157.53
2022-11-01 00:00:00,154.69
2022-10-31 00:00:00,157.63
2022-10-28 00:00:00,154.63
2022-10-27 00:00:00,157.99
2022-10-26 00:00:00,155.11
2022-10-25 00:00:00,158.82
2022-10-24 00:00:00,156.3
2022-10-21 00:00:00,159.54
2022-10-20 00:00:00,156.63
2022-10-19 00:00:00,159.77
2022-10-18 00:00:00,164.41
2022-10-17 00:00:00,162.18
2022-10-14 00:00:00,164.3
2022-10-13 00:00:00,163.72
2022-10-12 00:00:00,163.33
2022-10-11 00:00:00,160.55
2022-10-10 00:00:00,159.71
2022-10-07 00:00:00,159.7
2022-10-06 00:00:00,160.77
2022-10-05 00:00:00,160.85
2022-10-04 00:00:00,160.49
2022-10-03 00:00:00,159.35
2022-09-30 00:00:00,158.86
2022-09-29 00:00:00,158.23
2022-09-28 00:00:00,152.47
2022-09-27 00:00:00,152.7
2022-09-26 00:00:00,151.64
2022-09-23 00:00:00,151.75
2022-09-22 00:00:00,151.14
2022-09-21 00:00:00,152.2
2022-09-20 00:00:00,156.02
2022-09-19 00:00:00,148.93
2022-09-16 00:00:00,145.67
2022-09-15 00:00:00,145.72
2022-09-14 00:00:00,145.49
2022-09-13 00:00:00,145.56
2022-09-12 00:00:00,145.65
2022-09-09 00:00:00,145.32
2022-09-08 00:00:00,145.91
2022-09-07 00:00:00,145.53
2022-09-06 00:00:00,145.59
2022-09-05 00:00:00,145.61
2022-09-02 00:00:00,145.57
2022-09-01 00:00:00,145.73
2022-08-31 00:00:00,145.4
2022-08-30 00:00:00,143.86
2022-08-29 00:00:00,142.6
2022-08-26 00:00:00,143.97
2022-08-25 00:00:00,144.39
2022-08-24 00:00:00,143.24
2022-08-23 00:00:00,143.44
2022-08-22 00:00:00,141.6
2022-08-19 00:00:00,137.91
2022-08-18 00:00:00,141.66
2022-08-17 00:00:00,141.21
2022-08-16 00:00:00,141.03
2022-08-15 00:00:00,143.88
2022-08-12 00:00:00,138.09
2022-08-11 00:00:00,139.09
2022-08-10 00:00:00,141.13
2022-08-09 00:00:00,143.76
2022-08-08 00:00:00,136.82
2022-08-05 00:00:00,139.29
2022-08-04 00:00:00,144.53
2022-08-03 00:00:00,149.14
2022-08-02 00:00:00,142.34
2022-08-01 00:00:00,148.09
2022-07-29 00:00:00,141.4
2022-07-28 00:00:00,146.26
2022-07-27 00:00:00,146.71
2022-07-26 00:00:00,144.64
2022-07-25 00:00:00,147.72
2022-07-22 00:00:00,143.77
2022-07-21 00:00:00,145.24
2022-07-20 00:00:00,146.45
2022-07-19 00:00:00,150.43
2022-07-18 00:00:00,150.41
2022-07-15 00:00:00,151.29
2022-07-14 00:00:00,152.53
2022-07-13 00:00:00,146.25
2022-07-12 00:00:00,148.08
2022-07-11 00:00:00,151.9
2022-07-08 00:00:00,148.62
