Date,SEB
2023-09-07 00:00:00,153.96
2023-09-06 00:00:00,154.02
2023-09-05 00:00:00,153.1
2023-09-04 00:00:00,151.07
2023-09-01 00:00:00,154.57
2023-08-31 00:00:00,153.71
2023-08-30 00:00:00,151.09
2023-08-29 00:00:00,153.55
2023-08-28 00:00:00,155.08
2023-08-25 00:00:00,155.11
2023-08-24 00:00:00,155.16
2023-08-23 00:00:00,157.73
2023-08-22 00:00:00,153.52
2023-08-21 00:00:00,158.62
2023-08-18 00:00:00,155.79
2023-08-17 00:00:00,151.22
2023-08-16 00:00:00,154.83
2023-08-15 00:00:00,156.08
2023-08-14 00:00:00,156.89
2023-08-11 00:00:00,155.81
2023-08-10 00:00:00,162.73
2023-08-09 00:00:00,161.16
2023-08-08 00:00:00,161.08
2023-08-07 00:00:00,161.45
2023-08-04 00:00:00,162.21
2023-08-03 00:00:00,160.98
2023-08-02 00:00:00,164.2
2023-08-01 00:00:00,161.53
2023-07-31 00:00:00,160.51
2023-07-28 00:00:00,161.66
2023-07-27 00:00:00,163.51
2023-07-26 00:00:00,166.24
2023-07-25 00:00:00,167.78
2023-07-24 00:00:00,165.79
2023-07-21 00:00:00,167.48
2023-07-20 00:00:00,169.21
2023-07-19 00:00:00,175.42
2023-07-18 00:00:00,187.14
2023-07-17 00:00:00,185.36
2023-07-14 00:00:00,188.34
2023-07-13 00:00:00,182.68
2023-07-12 00:00:00,185.95
2023-07-11 00:00:00,205.06
2023-07-10 00:00:00,206.5
2023-07-07 00:00:00,207.84
2023-07-06 00:00:00,208.74
2023-07-05 00:00:00,206.56
2023-07-04 00:00:00,209.45
2023-07-03 00:00:00,202.6
2023-06-30 00:00:00,208.23
2023-06-29 00:00:00,217.64
2023-06-28 00:00:00,215.03
2023-06-27 00:00:00,217.35
2023-06-26 00:00:00,221.78
2023-06-23 00:00:00,223.63
2023-06-22 00:00:00,222.05
2023-06-21 00:00:00,224.38
2023-06-20 00:00:00,222.65
2023-06-19 00:00:00,224.6
2023-06-16 00:00:00,217.52
2023-06-15 00:00:00,222.16
2023-06-14 00:00:00,223.37
2023-06-13 00:00:00,225.75
2023-06-12 00:00:00,224.16
2023-06-09 00:00:00,221.36
2023-06-08 00:00:00,224.46
2023-06-07 00:00:00,224.48
2023-06-06 00:00:00,227.17
2023-06-05 00:00:00,226.78
2023-06-02 00:00:00,226.51
2023-06-01 00:00:00,228.6
2023-05-31 00:00:00,228.61
